"Domain","Domainrank","Origin","Target","Nofollow","Anchor","Deleted"
"iqsol.biz","9","https://www.iqsol.biz/news/news-detail/fachmagazin-it-sicherheit-iqsol-geschaeftsfuehrer-im-interview/","https://www.it-sicherheit.de/fachzeitschriften/it_sicherheit_und_kes","0","https://www.it-sicherheit.de/fachzeitschriften/it_sicherheit_und_kes/","0"
"tuxproject.de","9","https://tuxproject.de/blog/2013/10/schmalhans-tages-hans-peter-uhl-csu/","https://www.it-sicherheit.de/ratgeber/it_sicherheitstipps/tipp/sichere-kommunikation-ueber-das-internet","1","erfah­run­gen gesammelt:","0"
"wittgraze.com","8","https://wittgraze.com/duckduckgo-sicher/","https://www.it-sicherheit.de/news/ist-duckduckgo-eine-echte-google-alternative","1","11. ist duckduckgo eine echte google alternative? – der …","0"
"loginwebsite.de","8","https://loginwebsite.de/duckduckgo-sicher/","https://www.it-sicherheit.de/news/ist-duckduckgo-eine-echte-google-alternative","1","11. ist duckduckgo eine echte google alternative? – der …","0"
"findmassleads.com","8","https://www.findmassleads.com/websites/it-sicherheit.de?h=0200088288202202","https://it-sicherheit.de/","0","it-sicherheit.de","0"
"verbraucher-magazin.net","7","https://www.verbraucher-magazin.net/2013/12/vorsicht-betrugerische-online-shops.html","https://www.it-sicherheit.de/ratgeber/checklisten_it_sicherheit/checkliste/checkliste-verwende-ich-sichere-passwoerter","0","vergeben sie starke und unterschiedliche passwörter je internet-shop!","0"
"agitano.com","5","https://www.agitano.com/studie-zum-datenklau-unternehmen-in-falscher-sicherheit-dunkelziffer-hoch-sicherheit-ungenuegend/60530/2","https://www.it-sicherheit.de/ratgeber/it_sicherheitstipps","0","marktplatz für it-sicherheit","0"
"edutags.de","5","https://www.edutags.de/browse?tags=45","https://www.it-sicherheit.de/wirueberuns/initiatoren","0","https://www.it-sicherheit.de/wirueberuns/initiatoren/","0"
"deutscher-bildungsserver.de","5","http://www.deutscher-bildungsserver.de/innovationsportal/zeitschrift-weiterbildung-1-2017-linkempfehlungen-zum-schwerpunkt-digitale-kompetenz-chancen-und-risiken-der-virtuellen-welt--11770-de.html","https://www.it-sicherheit.de/","0","der nicht-kommerzielle marktplatz it-sicherheit","0"
"crowdstrike.de","5","https://www.crowdstrike.de/news/archiv/","https://www.it-sicherheit.de/news/cybersecurity-im-angesicht-von-covid-19-tipps-fuer-den-sicheren-heimarbeitsplatz","1","27-mär-2020 | it-sicherheit","0"
"zscaler.de","4","https://www.zscaler.de/news/2021","https://www.it-sicherheit.de/news/it-trend-2022-von-cloud-first-zu-cloud-only","0","it-trend 2022: von cloud-first zu cloud-only","0"
"itespresso.de","4","https://www.itespresso.de/2010/06/30/fachhochschul-institut-fuer-internet-sicherheit-startet-marktplatz-itu/","https://www.it-sicherheit.de/","1","www.it-sicherheit.de","0"
"jugendnetz-wetzlar.de","4","http://www.jugendnetz-wetzlar.de/jnw3/www.jugendnetz-wetzlar.de/jnw3_php/readarticlecdbc.html?article_id=2004","https://www.it-sicherheit.de/ratgeber/it_sicherheitstipps/tipp/social-networking-aber-sicher-1/?cHash=f2443fb8020426e58db1a6c6a1b23b94","0","mehr","0"
"jobsfrankfurt.net","4","https://www.jobsfrankfurt.net/f-1arHFQuItcJ-stonesoft_germany_gmbh.html","https://www.it-sicherheit.de/index.php%3Fid=382%26firma_id=2579","0","stonesoft germany gmbh - der marktplatz it-sicherheit","0"
"piratenpartei-nrw.de","4","https://fraktion2012.piratenpartei-nrw.de/2013/11/grumpys-lesezeug-vom-14-11-2013/","https://www.it-sicherheit.de/index.php?id=382&firma_id=5","0","landesinitiative secure-it.nrw","0"
"mittelstand-nachrichten.de","4","https://www.mittelstand-nachrichten.de/technologie/die-top-5-digitalisierung-trends-in-jahr-2018/","https://www.it-sicherheit.de/startseite","0","it sicherheit","0"
"ingenieur-hasler.de","3","http://www.ingenieur-hasler.de/2015/01/it-sicherheit-de-jeder-fuenfte-angestellte-veruntreut-unternehmensdaten/","https://www.it-sicherheit.de/startseite/news/jeder-fuenfte-angestellte-veruntreut-unternehmensd","0","meldung","0"
"know-now.de","3","https://know-now.de/branchenbuch-it-sicherheit/","http://www.it-sicherheit.de/","1","link aufrufen","0"
"lanline.de","3","https://www.lanline.de/it-security/bsi-schwachstellenampel-jetzt-als-smartphone-app.10396.html","http://www.it-sicherheit.de/","0","","0"
"bilalarticles.com","3","https://bilalarticles.com/website-list-de-41/","https://it-sicherheit.de/","1","it-sicherheit","0"
"botfrei.de","3","https://botfrei.de/bsi-securitynews-mit-schwachstellenampel/","https://www.it-sicherheit.de/securitynews/securitynews_webapp/news","0","securitynews","0"
"backlinktime.com","2","https://backlinktime.com/website-list-de-41/","https://it-sicherheit.de/","1","it-sicherheit","1"
"sicher-im-netz.de","2","https://www.sicher-im-netz.de/node/1285/","https://www.it-sicherheit.de/ratgeber/it_sicherheitstipps/online_dienste_sicher_nutzen/online_banking","0","sicherheit beim online-banking","0"
"liberale.de","1","https://www.liberale.de/content/vertraulich-kommunizieren-im-internet","https://www.it-sicherheit.de/ratgeber/it_sicherheitstipps/tipp/sichere-kommunikation-ueber-das-internet","0","weitere tipps zum sicheren kommunizieren auf www.it-sicherheit.de","0"
"paloaltonetworks.in","0","https://origin-www.paloaltonetworks.in/company/in-the-news/2014/Keeping-an-eye-on-cyber-risks-with-building-up-a-Security-Operations-Center","https://www.it-sicherheit.de/startseite/news/cyber-gefahr-im-blick-durch-aufbau-eines-security","0","","0"
"brifed.de","0","https://brifed.de/chat","https://www.it-sicherheit.de/securitynews/iframe","0","","1"
"zerto.com","0","https://www.zerto.com/in-the-news/cut-dr-testing-from-days-to-hours/","https://www.it-sicherheit.de/news/dr-testing-von-tagen-auf-stunden-verkuerzen","0","","0"
"scs-concept.de","0","http://scs-concept.de/component/weblinks/weblink/146-andere-quellen/25-marktplatz-it-sicherheit.html","http://www.it-sicherheit.de/404","0","","0"
"paloaltonetworks.sg","0","https://origin-www.paloaltonetworks.sg/company/in-the-news/2014/Keeping-an-eye-on-cyber-risks-with-building-up-a-Security-Operations-Center","https://www.it-sicherheit.de/404","0","","0"
"paloaltonetworks.co.uk","0","https://origin-www.paloaltonetworks.co.uk/company/in-the-news/2019/solide-sicherheitsstrategie-auf-dem-weg-in-die-cloud","https://www.it-sicherheit.de/news/solide-sicherheitsstrategie-auf-dem-weg-in-die-cloud","0","","0"
"data-systems-net.de","0","http://data-systems-net.de/index.html","https://www.it-sicherheit.de/","0","it-sicherheit","0"
"zdnet.de","0","https://www.zdnet.de/88218499/cybercrime-aktuelle-trends-und-empfehlenswerte-praeventionsmassnahmen/?PageSpeed=noscript","https://www.it-sicherheit.de/ratgeber/it_sicherheitstipps/tipp/richtiger-umgang-mit-vertraulichen-daten","0","artikel auf it-sicherheit.de","0"
"tv-brandl.de","0","https://tv-brandl.de/index.php/it-security","https://www.it-sicherheit.de/securitynews","0","it-sicherheit-logo-v2","0"
"if-is.net","0","http://if-is.net/","https://www.it-sicherheit.de/securitynews","0","securitynews","0"
"motzkg.de","0","https://www.motzkg.de/","https://www.it-sicherheit.de/","1","securitynews","0"
"wissenschaftler.de","0","http://wissenschaftler.de/news/item/4615-eine-kostenlose-app-f%C3%BCr-mehr-datensicherheit","http://www.it-sicherheit.de/","0","www.it-sicherheit.de","0"
"bestsitesdirectory.com","0","https://bestsitesdirectory.com/website-list-de-41/","https://it-sicherheit.de/","1","it-sicherheit","0"
"busniessdirectory.com","0","https://busniessdirectory.com/website-list-de-41/","https://it-sicherheit.de/","1","it-sicherheit","0"
"kingranks.com","0","https://kingranks.com/is-content-marketing-the-new-promised-land/","https://it-sicherheit.de/","0","it-sicherheit","0"
"articlement.com","0","https://articlement.com/how-to-select-the-most-preeminent-digital-marketing-agency-for-your-business/","https://it-sicherheit.de/","0","it-sicherheit","0"
"logistikwelt24.de","0","https://www.logistikwelt24.de/firma/ibv-informatik-gmbh/84031/","https://www.it-sicherheit.de/startseite","1","zur webseite","0"
"websitedetection.com","0","https://websitedetection.com/web-site-list-7220","http://it-sicherheit.de/","1","it-sicherheit.de","0"
"deutsche-apps.de","0","https://www.deutsche-apps.de/2014/02/10/kostenlose-sicherheits-app-mit-neuesten-news-zu-schwachstellen-programmen/","http://www.it-sicherheit.de/","0","www.it-sicherheit.de","0"
"websitestatistic.com","0","https://websitestatistic.com/domain/teletrust.de","https://www.it-sicherheit.de/","1","www.it-sicherheit.de","0"
"mso-marketing.de","0","https://www.mso-marketing.de/jobboersen-branchenspezifisch/","http://www.it-sicherheit.de/","0","www.it-sicherheit.de","0"
"vesterling.com","0","https://www.vesterling.com/it-stellen-und-it-stellenmarkt/?func=cartAdd&product_id=\\\'&cHash=b19365f15529ffda02e32d350e4480e3","https://www.it-sicherheit.de/stellenanzeigen/job_suchen","0","it-sicherheit","0"
"idw-online.de","0","https://idw-online.de/de/news?print=1&id=572804","http://www.it-sicherheit.de/","0","http://www.it-sicherheit.de","0"
"ebusinesslotse-ostbrandenburg.de","0","https://www.ebusinesslotse-ostbrandenburg.de/elo/aktuelles/meldungen/IT-Sicherheit-im-Handwerk_2013-04-30.php","http://www.handwerk.it-sicherheit.de/","0","www.handwerk.it-sicherheit.de","1"
"energietechnik-hwk.de","0","https://www.energietechnik-hwk.de/artikel/it-sicherheit-im-handwerk-78,3412,5547.html","https://www.it-sicherheit.de/security","0","bsi-sicherheitsampel","0"
"elo-obb.de","0","https://www.elo-obb.de/elo/aktuelles/meldungen/IT-Sicherheit-im-Handwerk_2013-04-30.php","http://www.handwerk.it-sicherheit.de/","0","www.handwerk.it-sicherheit.de","1"
"lohra-wiki.de","0","http://www.lohra-wiki.de/index.php5?title=IT-Sicherheit&diff=12324&oldid=12317","https://www.it-sicherheit.de/startseite/news/jeder-fuenfte-angestellte-veruntreut-unternehmensd","1","[2]","0"
"lippedv.de","0","https://www.lippedv.de/unternehmen/it-blog/47-jeder-5-angestellte-veruntreut-unternehmensdaten","https://www.it-sicherheit.de/startseite/news/jeder-fuenfte-angestellte-veruntreut-unternehmensd","0","link","0"
"certitex.eu","0","http://www.certitex.eu/wb/index.php","https://www.it-sicherheit.de/startseite/news/unternehmen-sind-nur-unzureichend-auf-it-sicherhei","0","unternehmen sind nur unzureichend auf it sicherheitsvorfälle vorbereitet...","0"
"know-now.de","0","https://dev.know-now.de/branchenbuch-it-sicherheit/","http://www.it-sicherheit.de/","1","link aufrufen","0"
"secuteach.de","0","http://mail.secuteach.de/security-ticker.html","https://www.it-sicherheit.de/securitynews/securitynews-auf-ihrer-website/?L=0","0","http://www.it-sicherheit.de/securitynews/securitynews_auf_ihrer_website/","0"
"pc-sicherheit.net","0","https://pc-sicherheit.net/viewtopic.php?p=149532","https://www.it-sicherheit.de/news/dateilose-malware-ist-grenzenlos","0","https://www.it-sicherheit.de/news/datei ... renzenlos/","0"
"ulm-news.de","0","https://www.ulm-news.de/weblog/ulm-news/view/dt/3/article/55008/Online-Casinos_-ndash-_worauf_Anf-auml-nger_achten_sollten.html/","https://www.it-sicherheit.de/ratgeber/it_sicherheitstipps/tipp/zahlungsmethoden-fuers-online-shopping-im-ueberbl","0","zahlungsmöglichkeiten","0"
"rankwebdirectory.com","0","https://rankwebdirectory.com/website-list-de-41/","https://it-sicherheit.de/","1","it-sicherheit","0"
"worldwidetopsite.com","0","https://worldwidetopsite.com/website-list-1835/","https://it-sicherheit.de/","0","it-sicherheit","0"
"seohelperdirectory.com","0","https://seohelperdirectory.com/website-list-1867/","https://it-sicherheit.de/","0","it-sicherheit","0"
"utzer.de","0","https://dump.utzer.de/piratenmirror/archiv/PiratenfraktionNRW/www.piratenfraktion-nrw.de/2013/11/grumpys-lesezeug-vom-14-11-2013/index.html","https://www.it-sicherheit.de/index.php?id=382&firma_id=5","0","landesinitiative secure-it.nrw","0"
"kleveblog.de","0","https://www.kleveblog.de/stadt-kleve-engagiert-staranwalt-ralf-hocker/?order=asc","https://www.it-sicherheit.de/ratgeber/it_sicherheitstipps/tipp/haftung-fuer-nicht-eigene-blog-kommentare-1","1","https://www.it-sicherheit.de/ratgeber/it_sicherheitstipps/tipp/haftung-fuer-nicht-eigene-blog-kommentare-1/","0"
"biboxs.com","0","https://biboxs.com/?p=segelschule sempachersee  rund ums thema segeln.","http://it-sicherheit.de/","0","it-sicherheit.de","1"
"clicktoselldirectoy.com","0","https://clicktoselldirectoy.com/website-list-1867/","https://it-sicherheit.de/","0","it-sicherheit","0"
"absmho.com","0","https://absmho.com/website-list-de-41/","https://it-sicherheit.de/","1","it-sicherheit","0"
"wiesbadener-kreis.de","0","http://www.wiesbadener-kreis.de/?m=20141208","https://www.it-sicherheit.de/startseite/news/datenpanne-im-unternehmen-informationspflicht-na","1","den vollständigen bericht lesen sie hier","0"
"hedwig-gerling.de","0","https://hedwig-gerling.de/archives/cat_awareness.html","https://www.it-sicherheit.de/securitynews/securitynews_auf_ihrer_website","0","einbinden in die eigene intranet-seite","0"
"crosswater-job-guide.com","0","https://crosswater-job-guide.com/jobboersen_verzeichnis_011_it/jboards_view.php?editid1=1848","https://www.it-sicherheit.de/","0",">>> go to link","0"
"audi4ever.com","0","https://www.audi4ever.com/blog/eintrag/26749-blog/","https://www.it-sicherheit.de/ratgeber/it_sicherheitstipps/tipp/sicher-einkaufen-im-internet","1","sicherheit vertraulicher daten","0"
"itisok.at","0","https://itisok.at/2015/12/10/links-links-und-nochmals-links/","https://www.it-sicherheit.de/","0","it-sicherheit","0"
"incotech.cloud","0","http://incotech.cloud/component/content/frontpage","https://www.it-sicherheit.de/index.php?id=614","0","","0"
