"Domain","Domainrank","Origin","Target","Nofollow","Anchor","Deleted"
"xethix-empowerment.de","24","https://xethix-empowerment.de/aktuelle-studie-zur-vertrauenswuerdigkeit-von-hersteller-unternehmen-und-it-loesungen/","https://www.internet-sicherheit.de/","0","institut für internet-sicherheit – if(is)","0"
"ihk-bonn.de","24","https://www.ihk-bonn.de/innovation-und-umwelt/it-sicherheit-e-commerce/it-sicherheit-tipps","http://www.internet-sicherheit.de/","0","institut für internet sicherheit if(is)","0"
"dotmagazine.online","24","https://www.dotmagazine.online/issues/trust-in-digitalization/working-together-towards-trust/federated-blockchain-as-a-service/","https://www.internet-sicherheit.de/?L=2","0","if(is) logo","0"
"dh.nrw","24","https://www.dh.nrw/kooperationen/SecAware.NRW-76","https://www.internet-sicherheit.de/about-us/team/alle-mitarbeiter/krueger-benjamin.html","0","kontakt","0"
"openpgp-schulungen.de","24","http://www.openpgp-schulungen.de/kurzinfo/openpgp-smime/","http://www.internet-sicherheit.de/pgpzi","0","institut für internet-sicherheit","0"
"netzwerkdigitalenachweise.de","23","http://netzwerkdigitalenachweise.de/partner","https://www.internet-sicherheit.de/","0","https://www.internet-sicherheit.de","0"
"sellerconnect.de","23","https://ssl.sellerconnect.de/","https://www.internet-sicherheit.de/en/sicher-im-internet-das-buch/workshops-und-themen/verschluesselung-und-identitaeten/ssltls-verschluesselung","1","internet-sicherheit.de","0"
"gq-magazin.de","23","https://www.gq-magazin.de/auto-technik/article/fingerabdruck-iris-und-gesichtserkennung-was-kann-biometrie","https://www.internet-sicherheit.de/wir-ueber-uns/team/alle-mitarbeiter/wojzechowski-chris.html","0","sagt chris wojzechowski","0"
"ihk-siegen.de","23","https://www.ihk-siegen.de/innovation-umwelt-und-energie/it-und-multimedia/it-sicherheit/","https://www.internet-sicherheit.de/","0","institut für internet-sicherheit – if(is) (westfälische hochschule)","0"
"ryte.com","23","https://de.ryte.com/wiki/Hashing","https://www.internet-sicherheit.de/downloads/infografiken/sicheres-passwort-hashing.html","1","infografik: hashing und passwörter","0"
"connect-emscherlippe.de","23","https://connect-emscherlippe.de/impulse/blockchain/","https://www.internet-sicherheit.de/","0","institut für internet-sicherheit – if(is)","0"
"golem.de","23","https://www.golem.de/news/imho-tag-der-unsinnigen-passwort-ratschlaege-1802-132533.html","https://www.internet-sicherheit.de/aktuelles/news-mitteilungen/news-detailseite/article/das-ifis-auf-derwestende-passwoerter-sicher-verschluesselt-und-gut","0","institut für internet-sicherheit","0"
"hs-augsburg.de","22","http://mebib-intern.informatik.hs-augsburg.de/fidb/lexika_IT.html","http://www.internet-sicherheit.de/service/glossar","0","glossar - institut für internet-sicherheit","0"
"sebastianfeld.de","22","https://www.sebastianfeld.de/","http://www.internet-sicherheit.de/forschung/internet-kennzahlen-system","0","german ministry of economics & technology","1"
"it-sicherheit-nrw.de","21","http://www.it-sicherheit-nrw.de/it-sicherheit-nrw.html","https://www.internet-sicherheit.de/wir-ueber-uns/team/ehemalige-mitarbeiter-seiten/barchnicki-sebastian.html","0","","0"
"aware7.com","21","https://aware7.com/de/blog/sevencast-7-welpen-waffen-wurmloecher/","https://www.internet-sicherheit.de/","0","institut für internet-sicherheit","0"
"open-spf.org","21","http://www.open-spf.org/Research/","http://www.internet-sicherheit.de/en/news/news","0","if(is)","0"
"govchain-nrw.de","21","https://govchain-nrw.de/","https://www.internet-sicherheit.de/","0","meghna","0"
"onpulson.de","20","https://www.onpulson.de/63805/warum-vertrauenswuerdigkeit-und-ki-unbedingt-zusammengehoeren/","https://www.internet-sicherheit.de/","0","instituts für internet-sicherheit","0"
"ites-project.org","20","http://www.ites-project.org/pages/motivation.html","https://www.internet-sicherheit.de/forschung/aktuelle-forschungsprojekte/trusted-computing/motivation/motivation","0","www.internet-sicherheit.de (german)","0"
"hyperledger.org","20","https://wiki.hyperledger.org/display/CASIG/Carbon+Accounting+and+Certification+WG","https://bl.internet-sicherheit.de/index.html","1","blockchain lab - institute for internet security","0"
"com-magazin.de","20","https://www.com-magazin.de/news/sicherheit/cloudbleed-gefaehrdet-zahllose-online-dienste-1202374.html","https://www.internet-sicherheit.de/aktuelles/news-mitteilungen/news-detailseite.html?tx_ttnews[tt_news]=906&cHash=c48dec9602986c9d117eac283414c783","0","ifis","0"
"compu-tec.org","20","https://www.compu-tec.org/links.html","https://www.internet-sicherheit.de/","0","webseite öffnen","0"
"bloxberg.org","20","https://bloxberg.org/consortium/","https://www.internet-sicherheit.de/en","0","westphalian university of applied sciences norbert pohlmann","1"
"breitenbuecher.de","20","https://www.breitenbuecher.de/info/lesezeichen.htm","http://www.internet-sicherheit.de/service/glossar/eintrag/eintrag-detail/tcp-sweep","0","tcp sweep - glossar - institut für internet sicherheit","0"
"nico-halle.de","19","https://www.nico-halle.de/blogger/2005_09_01_archive.html","https://www.internet-sicherheit.de/web-service-security.html","0","institut für internet-sicherheit: web- service- security","0"
"hs-hannover.de","19","http://trust.f4.hs-hannover.de/projects/tnac.html","https://www.internet-sicherheit.de/","0","institut für internet-sicherheit","0"
"silicon.de","19","https://www.silicon.de/41544003/deutscher-internet-index-gestartet/","http://www.internet-sicherheit.de/","0","institut für internet-sicherheit","0"
"xn--vertrauenswrdigkeit-gbc.com","19","https://xn--vertrauenswrdigkeit-gbc.com/studie-vertrauenswuerdigkeit-anwender/","https://www.internet-sicherheit.de/","0","institut für internet-sicherheit – if(is)","0"
"ralph-lehmann.de","19","https://blog.ralph-lehmann.de/2011/01/","http://www.internet-sicherheit.de/","0","www.internet-sicherheit.de","0"
"sparkasse.de","19","https://www.sparkasse.de/aktuelles/krieg-ukraine-auswirkungen-firmenkunden.html","https://www.internet-sicherheit.de/index.html","1","hier.","0"
"baf-berlin.de","19","https://www.baf-berlin.de/blog/index.php?/archives/1894-Warnung-vor-Datenklau-in-der-Cloud.html","http://www.internet-sicherheit.de/","0","if [is]","0"
"detektor.fm","19","https://detektor.fm/wirtschaft/industriespionage-und-it-sicherheit","http://www.internet-sicherheit.de/","0","institut für internet-sicherheit der westfälischen hochschule gelsenkirchen","0"
"itandmore.eu","19","https://www.itandmore.eu/it-security/","https://www.internet-sicherheit.de/","0","institut für internet-sicherheit – ein neues fenster wird geöffnet.","1"
"if-is.net","19","https://if-is.net/","https://www.internet-sicherheit.de/","0","","0"
"computerwoche.de","19","https://www.computerwoche.de/a/internet-sicherheit-studieren,1936343","http://www.internet-sicherheit.de/master","0","hier","0"
"digital-worx.de","18","https://think.digital-worx.de/tag/ehealth/","http://www.internet-sicherheit.de/","0","institut für internet-sicherheit","0"
"irights.info","18","https://irights.info/artikel/bezahlen-nfc-smartphone-ec-karte-datenschutz/27978/","https://www.internet-sicherheit.de/forschung/zahlungssysteme-und-banktransaktionen/abschlussarbeit-uebersicht-und-bewertung-von-zahlungssystemen/uebersicht-der-zahlungssysteme/mobile-zahlungssysteme/telekom-mywallet-vodafone-smartpass-o2-wallet-e-plus-mobile-wallet.html","0","eine analyse","0"
"hauptstadtdetektei.de","18","https://www.hauptstadtdetektei.de/","https://www.internet-sicherheit.de/service/tipps-zur-internet-sicherheit/links-zur-sicherheit-im-internet","0","internet-sicherheit","1"
"christian-rossow.de","18","https://christian-rossow.de/articles/Botnets_Using_DNS_based_Command_and_Control_Channels.php","http://www.internet-sicherheit.de/en/research/recent-projects/botnets/sandnet","0","sandnet","0"
"rainer-gerling.de","18","https://www.rainer-gerling.de/it-sicherheit/","https://www.internet-sicherheit.de/","0","if(is) - institut für internetsicherheit","0"
"kontron.com","18","https://www.kontron.com/en/blog/security/internet-of-things-and-security","http://www.internet-sicherheit.de/","0","internet security","0"
"seedmatch.de","18","https://www.seedmatch.de/investmentchancen/secucloud","http://www.internet-sicherheit.de/","0","(if(is))","0"
"addnews.online","17","https://addnews.online/website-list-260/","https://internet-sicherheit.de/","0","internet-sicherheit","0"
"adzbusiness.com","17","https://adzbusiness.com/website-list-260/","https://internet-sicherheit.de/","0","internet-sicherheit","0"
"worldranksite.com","17","https://worldranksite.com/driving-sales-through-brand-management/","https://internet-sicherheit.de/","0","internet-sicherheit","0"
"fink-it-systems.de","17","https://www.fink-it-systems.de/unternehmenssicherheit/","https://www.internet-sicherheit.de/forschung/forschungsuebersicht.html","0","sie mehr….","0"
"iaid-project.org","17","https://www.iaid-project.org/contact_en.html","http://www.internet-sicherheit.de/de/wir-ueber-uns/team/mitarbeiter/mitarbeiter-detail/Petersen/?no_cache=1","0","dominique petersen","0"
"p-venture.com","17","https://p-venture.com/cyber-security-companies/","https://www.internet-sicherheit.de/","0","(institute for internet security)","0"
"forschungstag-it-sicherheit.nrw","16","http://www.forschungstag-it-sicherheit.nrw/","https://www.internet-sicherheit.de/pgpzi","0","beim if(is) zertifizieren","1"
"woelky.net","16","https://www.woelky.net/uebermich-lebenslauf.php","http://www.internet-sicherheit.de/","0","institut für internet-sicherheit - if(is)","0"
"prolinksdirectory.com","16","https://prolinksdirectory.com/website-list-260/","https://internet-sicherheit.de/","0","internet-sicherheit","0"
"webranksdirectory.com","16","https://webranksdirectory.com/website-list-1768/","https://internet-sicherheit.de/","0","internet-sicherheit","0"
"meine-anzeigenzeitung.de","16","https://www.meine-anzeigenzeitung.de/multimedia/computerfallstricke-peinliche-situationen-vermeiden-zr-6398754.html","https://www.internet-sicherheit.de/","1","sicherheitsexperten","0"
"itespresso.de","16","https://www.itespresso.de/2013/03/04/kartenleser-pruft-identitat-fur-openid-per-personalausweis/","https://openid.internet-sicherheit.de/","0","testet","0"
"hwk-muenchen.de","16","https://www.hwk-muenchen.de/artikel/handwerk-digitalisierung-74,0,7326.html","https://www.internet-sicherheit.de/downloads/lehrbuecher-it-sicherheit-im-handwerk.html","0","it-sicherheit im handwerk","0"
"mgessat.com","15","http://mgessat.com/2018/01/","https://www.internet-sicherheit.de/wir-ueber-uns/team/alle-mitarbeiter/cagnazzo-matteo.html","0","matteo cagnazzo vom institut für internet-sicherheit","0"
"tisim.de","15","https://www.tisim.de/umfrage-zur-vertrauenswuerdigkeit-von-herstellerunternehmen-und-it-loesung/","https://survey.internet-sicherheit.de/index.php/172159?lang=de","0","hier geht es zur studie","0"
"itsicherheitsblog.de","15","https://www.itsicherheitsblog.de/archives/cat_awareness.html","http://www.internet-sicherheit.de/crypto-poster","0","sicherheit von verschlüsselungsalgorithmen","0"
"postgrespro.com","15","https://postgrespro.com/list/id/4FB38F16.4010603@internet-sicherheit.de","https://www.internet-sicherheit.de/","0","https://www.internet-sicherheit.de","0"
"emscher-lippe.de","15","https://www.emscher-lippe.de/2016/12/","http://www.internet-sicherheit.de/","0","www.internet-sicherheit.de","0"
"podigee.io","15","https://merton.podigee.io/12-sicher-an-der-ruhr","https://www.internet-sicherheit.de/","0","institut für internet-sicherheit","0"
"if-is.net","14","http://dnsbl.if-is.net/","https://www.internet-sicherheit.de/","0","","0"
"csk.gov.in","14","https://www.csk.gov.in/alerts/MoziIoTBotnet.html","https://www.internet-sicherheit.de/research/botnetze/iot-botnetze/mozi","0","https://www.internet-sicherheit.de/research/botnetze/iot-botnetze/mozi/","0"
"vertraulichkeit-datenschutz-beratung.de","14","http://www.vertraulichkeit-datenschutz-beratung.de/ohm/","http://www.internet-sicherheit.de/","1","www.internet-sicherheit.de","0"
"maritimes-cluster.de","14","https://www.maritimes-cluster.de/news/aktuelles/tatort-schiff-cybersecurity-maritim-1/","https://www.internet-sicherheit.de/","0","institut für internet-sicherheit","0"
"toparticlesdirectory.com","14","https://toparticlesdirectory.com/driving-sales-through-brand-management/","https://internet-sicherheit.de/","0","internet-sicherheit","0"
"dw.com","14","https://www.dw.com/ru/%D0%B1%D0%B5%D0%B7%D0%BE%D0%BF%D0%B0%D1%81%D0%BD%D0%BE%D1%81%D1%82%D1%8C-%D0%B2-%D1%81%D0%B5%D1%82%D0%B8-%D0%BA%D0%B0%D0%BA-%D1%81%D1%82%D0%B0%D1%82%D1%8C-%D0%BF%D1%80%D0%BE%D1%84%D0%B5%D1%81%D1%81%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%BC-%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA%D0%BE%D0%BC-%D0%BF%D0%B0%D1%83%D0%BA%D0%BE%D0%BC/a-17554597","http://www.internet-sicherheit.de/aktuelles-aus-dem-lehrbereich","0","гелзенкирхене","0"
"wayranks.com","14","https://wayranks.com/website-list-648/","https://internet-sicherheit.de/","0","internet-sicherheit","0"
"git-security.com","14","https://www.git-security.com/companies/institut-fur-internet-sicherheit","http://www.internet-sicherheit.de/","0","website","0"
"hna.de","14","https://www.hna.de/netzwelt/multimedia/vollstaendige-anonymitaet-im-netz-gibt-es-nicht-zr-4543015.html","http://www.internet-sicherheit.de/","1","instituts für internet-sicherheit","0"
"entwicklercamp.de","14","https://entwicklercamp.de/EC08/Referenten/","http://www.internet-sicherheit.de/","0","http://www.internet-sicherheit.de","1"
"admincamp.de","14","https://admincamp.de/EC08/Referenten","http://www.internet-sicherheit.de/","0","http://www.internet-sicherheit.de","1"
"infosat.de","14","https://www.infosat.de/digitale-welt/windows-xp-rechner-im-netz-ist-k-nftig-gefahrenquelle","http://www.internet-sicherheit.de/","0","www.internet-sicherheit.de","0"
"bankstil.de","14","http://westfalenlob.bankstil.de/cybersecurity-made-in-westfalen","http://www.internet-sicherheit.de/","0","institut für internet-sicherheit","0"
"greiterweb.de","14","http://greiterweb.de/spw/FehlerReduzierungswege.htm","http://www.internet-sicherheit.de/aktuelles/mitteilungen/nachricht/nachricht-detail/antiviren-software-ist-tot-marktfuehrer","1","antiviren-software hilft immer weniger","0"
"teltarif.de","14","https://www.teltarif.de/firewall-virenschutz-security/news/33409.html","http://www.internet-sicherheit.de/","0","instituts für internetsicherheit","0"
"msxfaq.de","13","https://www.msxfaq.de/skype_for_business/betrieb/lyncvpn.htm","https://www.internet-sicherheit.de/forschung/aktuelle-forschungsprojekte/voice-over-ip","1","https://www.internet-sicherheit.de/forschung/aktuelle-forschungsprojekte/voice-over-ip/","0"
"spreeblick.com","11","http://www.spreeblick.com/blog/2008/04/16/steile-thesen-teil-42/","http://www.internet-sicherheit.de/forschung/aktuelle-projekte/elektronischer-personalausweis","1","epa","0"
"iat.eu","11","https://www.iat.eu/medien/2020/it-sicherheit-fuer-die-zukunft-des-ruhrgebiets-10122020.html","http://www.internet-sicherheit.de/","0","www.internet-sicherheit.de","0"
"bitpage.de","11","https://bitpage.de/volumenbegrenzung-beim-internet-dreht-unitymedia-auch-den-hahn-zu/","http://www.internet-sicherheit.de/fileadmin/images/strukturelle-analyse-internet/internetkarte.png","1","http://www.internet-sicherheit.de/fileadmin/images/strukturelle-analyse-internet/internetkarte.png","0"
"openecard.org","11","https://dev.openecard.org/projects/open-ecard/wiki/EService-Tests/10","https://openid.internet-sicherheit.de/","0","https://openid.internet-sicherheit.de","0"
"leuphana.de","11","https://www.leuphana.de/services/miz/it-dienste/microsoft-365/nutzungshinweise.html","https://www.internet-sicherheit.de/downloads/infografiken/verschluesselungsverfahren.html","0","www.internet-sicherheit.de/downloads/infografiken/verschluesselungsverfahren.html","0"
"prosoft.de","11","https://www.prosoft.de/blog/sicher-surfen-mit-remote-controlled-browsers-system/","https://www.internet-sicherheit.de/index.html","0","institut für internet-sicherheit","0"
"studycheck.de","11","https://www.studycheck.de/studium/internet-sicherheit/westfaelische-hs-9194","https://www.internet-sicherheit.de/teaching/master-internet-sicherheit/aufbau-des-studiums.html?utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Studiengang&utm_term=Internet-Sicherheit-M.Sc.-9194","0","aufbau des studiums","0"
"hardware-mag.de","11","https://www.hardware-mag.de/news/2022/februar/sichere_netzwerke_kostenguenstig_per_vpn_aufbauen/","https://www.internet-sicherheit.de/sicher-im-internet-das-buch/workshops-und-themen/verschluesselung-und-identitaeten/ssltls-verschluesselung.html","0","tls- oder ssl-protokoll","0"
"botfrei.de","11","https://botfrei.de/5-vor-12-interessante-links-aus-dem-web-161/","https://www.internet-sicherheit.de/aktuelles/news-mitteilungen/news-detailseite.html?tx_ttnews[year]=2016&tx_ttnews[month]=08&tx_ttnews[day]=29&tx_ttnews[tt_news]=848&cHash=d15f1674568c7560260075da091eaebd","0","https://www.internet-sicherheit.de","0"
"hochschule-bochum.de","11","https://www.hochschule-bochum.de/fbe/fachgebiete/institut-fuer-elektromobilitaet/projekt-emel/","https://www.internet-sicherheit.de/","0","https://www.internet-sicherheit.de/","0"
"steadynews.de","10","https://steadynews.de/innovation/kmu-digital-und-die-berater-am-25-4-17-die-blockchain-und-das-vertrauen-in-kryptographie","https://podcast.internet-sicherheit.de/","0","cybärcast","0"
"websiteboosting.com","10","https://www.websiteboosting.com/magazin/12/elektronischer-datenbrief-eine-aktive-informationelle-selbstbestimmung-im-internet.html","http://www.internet-sicherheit.de/","0","","0"
"netzpiloten.de","10","https://www.netzpiloten.de/abhoersichere-kommunikation/","http://www.internet-sicherheit.de/service/tipps-zur-sicherheit/basissicherheit-mobile-geraete","0","basissicherheit für mobile geräte","0"
"ikg-rt.de","10","http://sps.ikg-rt.de/websites/mf/SiI/Lists/Materialien zu LambSchweizer 1/Datenblattansicht.aspx?ShowInGrid=HTML","https://www.internet-sicherheit.de/service/tipps-zur-internet-sicherheit/basissicherheit-internet.html","0","https://www.internet-sicherheit.de/service/tipps-zur-internet-sicherheit/basissicherheit-internet.html","0"
"emscherbote.de","10","https://emscherbote.de/01-backup-der-sichere-podcast","https://www.internet-sicherheit.de/","0","institut für internetsicherheit","0"
"rainergerling.de","10","https://blog.rainergerling.de/archives/06-01-2015_06-30-2015.html","http://www.internet-sicherheit.de/crypto-poster","0","sicherheit von verschlüsselungsalgorithmen","0"
"zitronita.de","10","http://www.zitronita.de/Gesch/HitArchiv/ZAr06a.htm","http://www.internet-sicherheit.de/","0","www.internet-sicherheit.de","0"
"administrator.de","10","https://administrator.de/forum/frage-zu-hash-hmac-pepper-und-salt-432646.html","https://www.internet-sicherheit.de/fileadmin/_processed_/8/c/csm_infographic_password_safety_90dpi_de_5dbfd7c41b.png","1","https://www.internet-sicherheit.de/fileadmin/_processed_/8/c/csm_infogra ...","0"
"tu-dortmund.de","10","https://sfs.sowi.tu-dortmund.de/forschung/projekte/ubitrans/","https://www.internet-sicherheit.de/index.html","0","if(is)","0"
"goldmedia.com","10","http://www.goldmedia.com/blog/Goldmedia-Tag/it-sicherheit/","https://www.internet-sicherheit.de/aktuelles/news-mitteilungen/news-detailseite.html?tx_ttnews[year]=2016&tx_ttnews[month]=10&tx_ttnews[day]=14&tx_ttnews[tt_news]=863&cHash=6c69b903c7e51ea942804f70cabddd9c","0","www.internet-sicherheit.de/umfrage/","1"
"eco.de","10","https://www.eco.de/mitglieder/institut-fuer-internet-sicherheit-ifis/","http://www.internet-sicherheit.de/","0","http://www.internet-sicherheit.de","0"
"gajda-media.com","10","https://www.gajda-media.com/aktuelles/page/4/","https://www.internet-sicherheit.de/sicher-im-internet-das-buch/workshops-und-themen/verschluesselung-und-identitaeten/ssltls-verschluesselung.html","1","ssl-verschlüsselungen","0"
"chrisdietri.ch","10","https://chrisdietri.ch/post/homograph-github-domain-spreads-trojan/","https://www.internet-sicherheit.de/forschung/abgeschlossene-forschungsprojekte/homographischer-angriff-auf-neon-wallet","0","internet-sicherheit.de","0"
"signinvault.com","10","https://signinvault.com/de/mpass-wirecard.html","https://www.internet-sicherheit.de/forschung/zahlungssysteme-und-banktransaktionen/abschlussarbeit-uebersicht-und-bewertung-von-zahlungssystemen/bewertung-der-zahlungssysteme/mobile-zahlungssysteme/mpass","1","institut für internet-sicherheit - if(is): mpass","0"
"bedeutung-von-woertern.com","10","https://www.bedeutung-von-woertern.com/bounce","http://www.internet-sicherheit.de/service/glossar/eintrag/eintrag-detail/bounce/?type=0&cHash=53d90276dd7110363ff480007eac9b0c","0","internet-sicherheit.de","0"
"airhacks.fm","10","http://www.airhacks.fm/","https://www.internet-sicherheit.de/team/wittek-kevin","0","blockchain research group","0"
"mittelstandswiki.de","10","https://www.mittelstandswiki.de/2019/03/e-government-gelsenkirchen-baut-eine-app-fuer-digitale-behoerdengaenge/","https://www.internet-sicherheit.de/","0","instituts für internet-sicherheit","0"
"gelsenkirchener-geschichten.de","10","https://www.gelsenkirchener-geschichten.de/wiki/Westf%C3%A4lische_Hochschule_Gelsenkirchen_Bocholt_Recklinghausen","http://www.internet-sicherheit.de/wir-ueber-uns/das-institut/allgemeine-informationen","1","institut für internet-sicherheit","0"
"emscher-lippe.de","10","https://smartregion.emscher-lippe.de/die-smartphone-buerger-id/","https://www.internet-sicherheit.de/","0","institut für internet-sicherheit","0"
"secawarenrw.de","10","https://secawarenrw.de/impressum/","https://www.internet-sicherheit.de/team/dietrich-christian.html","0","prof. dr. christian dietrich","0"
"faszination-suedostasien.de","10","https://faszination-suedostasien.de/digitale-reisesicherheit/","https://www.internet-sicherheit.de/","0","internet-security","0"
"mobile-times.com","9","http://www.mobile-times.com/pers_pl.html","http://www.internet-sicherheit.de/","0","http://www.internet-sicherheit.de/","1"
"infobytes.de","9","https://infobytes.de/pages/internet.html","https://www.internet-sicherheit.de/","0","institut für internet-sicherheit","0"
"deutschlandfunknova.de","9","https://www.deutschlandfunknova.de/beitrag/online-tracking-ich-weiss-wo-du-letzten-sommer-gesurft-hast","https://www.internet-sicherheit.de/about-us/team/alle-mitarbeiter/urban-tobias.html","0","dr.-ing. tobias urban","0"
"datensicherheit.de","9","https://www.datensicherheit.de/urgestein-der-deutschen-it-sicherheit-als-professor-des-jahres-2011-ausgezeichnet","http://www.internet-sicherheit.de/","0","institut für internet-sicherheit / fachhochschule gelsenkirchen","0"
"diesec.com","9","https://diesec.com/de/2018/06/wie-sicher-sind-passwort-hashes/","https://www.internet-sicherheit.de/downloads/infografiken/sicheres-passwort-hashing.html","0","infografik","0"
"wiwo.de","9","https://www.wiwo.de/technologie/digitale-welt/it-experte-norbert-pohlmann-das-interesse-ist-wahnsinnig-gestiegen/9913528-2.html","http://www.internet-sicherheit.de/institut/buch-sicher-im-internet/das-buch","0","sicher im internet","0"
